suburb_name,postcode,state_code,location_code,country_code
Mount Austin,2650,NSW,WAGG,AU
Mount Barker,6324,WA,MEL,AU
Mount Byron,4312,QLD,BNE,AU
Mount Cole,3377,VIC,BLR,AU
Mount Coolon,4804,QLD,BNE,AU
Mount Cooper,2631,NSW,BEG,AU
Mount Cooper,5671,SA,MEL,AU
Mount Cotton,4165,QLD,BNE,AU
Mount Delaney,4514,QLD,SSC,AU
Mount Elliot,4816,QLD,TSV,AU
Mount Emu,3351,VIC,BLR,AU
Mount Fairy,2580,NSW,ACT,AU
Mount Hardman,6765,WA,MEL,AU
Mount Hawthorn,6915,WA,MEL,AU
Mount Helen,3350,VIC,BLR,AU
Mount Hope,2877,NSW,SYD,AU
Mount Horeb,2729,NSW,WAGG,AU
Mount Walker,6369,WA,MEL,AU
Mount Wyatt,4804,QLD,BNE,AU
Mourilyan,4858,QLD,BNE,AU
Mowbray,7248,TAS,TAS,AU
Mowbray Park,2571,NSW,WOL,AU
Moyarra,3951,VIC,GPS,AU
MUCKATY STATION,862,VIC,MEL,AU
Muckenburra,6503,WA,MEL,AU
Mueller Ranges,6770,WA,MEL,AU
Mulgoa,2745,NSW,SYD,AU
Mulgowie,4341,QLD,BNE,AU
Mulgrave Island,4875,QLD,BNE,AU
Mulgundawa,5255,SA,ADE,AU
Mulla,2825,NSW,SYD,AU
Mulla Creek,2352,NSW,SYD,AU
Mullion Creek,2800,NSW,CWT,AU
Muluckine,6401,WA,MEL,AU
Munbilla,4309,QLD,GOL,AU
Mundamia,2540,NSW,BBAY,AU
Mundarlo,2729,NSW,WAGG,AU
Mundoo Island,5214,SA,ADE,AU
Mungabunda,4718,QLD,BNE,AU
Munro Plains,4854,QLD,BNE,AU
Munster,6166,WA,MEL,AU
Murrabit,3579,VIC,MEL,AU
Murrah,2550,NSW,BEG,AU
Murray Bridge East,5253,SA,ADE,AU
Murray Bridge North,5253,SA,ADE,AU
Murrayville,3512,VIC,MEL,AU
Murrindal,3885,VIC,GPS,AU
Murrindindi,3717,VIC,YEA,AU
Murringo,2586,NSW,SYD,AU
Murrurundi,2338,NSW,SYD,AU
Murwillumbah,2484,NSW,BNOR,AU
MUTAWINTJI,2880,SA,ADE,AU
Myall Creek,2403,NSW,SYD,AU
Myall Park,4415,QLD,BNE,AU
Myalla,7325,TAS,TAS,AU
Myara,6207,WA,MEL,AU
Myaree Bc,6960,WA,MEL,AU
Myola,2540,NSW,BBAY,AU
Myponga Beach,5202,SA,ADE,AU
Mysia,3518,VIC,BEN,AU
Mywee,3641,VIC,SHEP,AU
Nabiac,2312,NSW,PMAC,AU
Nadia,5690,SA,MEL,AU
Nairne,5252,SA,ADE,AU
Nalyappa,5558,SA,MEL,AU
Nana Glen,2450,NSW,COFF,AU
Nanangroe,2582,NSW,,AU
Nangana,3781,VIC,YEA,AU
Nankin,4701,QLD,BNE,AU
Narangba,4504,QLD,SSC,AU
Narara,2250,NSW,CCO,AU
Nareeb,3293,VIC,HOR,AU
Narellan,2567,NSW,SYD,AU
Naringal,3277,VIC,WARR,AU
Naringal East,3277,VIC,WARR,AU
Narra Tarra,6532,WA,MEL,AU
Narrabarba,2551,NSW,BEG,AU
Narrabeen,2101,NSW,SYD,AU
Narrangullen,2582,NSW,ACT,AU
Narraport,3483,VIC,HOR,AU
Narraweena,2099,NSW,SYD,AU
Natimuk,3409,VIC,HOR,AU
National Park,7140,TAS,TAS,AU
Natural Bridge,4211,QLD,GOL,AU
Navarre,3384,VIC,BLR,AU
Nayook,3832,VIC,GPS,AU
Nebea,2829,NSW,SYD,AU
Nebine,4488,QLD,BNE,AU
Neerdie,4570,QLD,SSC,AU
Neereman,3463,VIC,BLR,AU
Neergabby,6503,WA,MEL,AU
Nelson,3292,VIC,WARR,AU
Nerang,4211,QLD,GOL,AU
Nericon,2680,NSW,WAGG,AU
Neridup,6450,WA,MEL,AU
Nerrin Nerrin,3351,VIC,BLR,AU
Newbury,3458,VIC,BLR,AU
Newcastle East,2300,NSW,NEWC,AU
Newcomb,3219,VIC,GEEL,AU
Newport,3015,VIC,GEEL,AU
Nildottie,5238,SA,ADE,AU
Ninderry,4561,QLD,SSC,AU
Nirimba,6208,WA,MEL,AU
Nockatunga,4492,QLD,BNE,AU
Nombi,2379,NSW,SYD,AU
Noorat,3265,VIC,WARR,AU
Noorinbee,3890,VIC,BEG,AU
Nornalup,6333,WA,MEL,AU
North Arm,4561,QLD,SSC,AU
North Bannister,6390,WA,MEL,AU
North Boyanup,6237,WA,MEL,AU
North Coogee,6163,WA,MEL,AU
North Deep Creek,4570,QLD,SSC,AU
North Kununoppin,6489,WA,MEL,AU
North Lake Grace,6353,WA,MEL,AU
North Mackay,4740,QLD,BNE,AU
North Perth,6006,WA,MEL,AU
North Shore,2444,NSW,PMAC,AU
North Shore,3214,VIC,GEEL,AU
North Tivoli,4305,QLD,BNE,AU
North Walpole,6398,WA,MEL,AU
North Wangaratta,3678,VIC,ALB,AU
North Wollongong,2500,NSW,WOL,AU
North Wonthaggi,3995,VIC,GPS,AU
Northcliffe,6262,WA,MEL,AU
Northern Suburbs Mc,1699,NSW,SYD,AU
Northgate,5085,SA,ADE,AU
Northhead,4871,QLD,BNE,AU
Northmead,2152,NSW,SYD,AU
Norville,4670,QLD,BNE,AU
Norway,2787,NSW,CWT,AU
Nowergup,6032,WA,MEL,AU
Nowra,2541,NSW,BBAY,AU
Nowra North,2541,NSW,BBAY,AU
Nubeena,7184,TAS,TAS,AU
awarre North,3268,VIC,WARR,AU
Numulgi,2480,NSW,BNOR,AU
Nundah,4012,QLD,BNE,AU
Nunile,6566,WA,MEL,AU
Nurran,3888,VIC,MEL,AU
Nyirripi,0872,NT,,AU
Nymboida,2460,NSW,COFF,AU
Oakhampton Heights,2320,NSW,NEWC,AU
Oaklands Junction,3063,VIC,MEL,AU
Oakville,2765,NSW,SYD,AU
Oakwood,2360,NSW,SYD,AU
Oallen,2622,NSW,BBAY,AU
Oatlands,7120,TAS,TAS,AU
Officer,3809,VIC,GPS,AU
Old Adaminaby,2629,NSW,BBAY,AU
Omadale,2337,NSW,SYD,AU
Oonoonba,4811,QLD,TSV,AU
Opossum Bay,7023,TAS,TAS,AU
Opossum Creek,2479,NSW,,AU
Orange East,2800,NSW,CWT,AU
Orchid Valley,6394,WA,MEL,AU
Orient Point,2540,NSW,BBAY,AU
Orion,4722,QLD,BNE,AU
Orton Park,2795,NSW,CWT,AU
Osborne Park,6017,WA,MEL,AU
Overland Corner,5330,SA,MEL,AU
Owanyilla,4650,QLD,BNE,AU
Oxford,4742,QLD,BNE,AU
Oxley,3678,VIC,ALB,AU
Oxley,4075,QLD,BNE,AU
Oxley Vale,2340,NSW,SYD,AU
Paddys Flat,2469,NSW,BNOR,AU
Paddys River,2653,NSW,WAGG,AU
Pakenham Upper,3810,VIC,GPS,AU
Palgarup,6258,WA,MEL,AU
Pallamana,5254,SA,ADE,AU
Pallarenda,4810,QLD,TSV,AU
Palm Beach,4221,QLD,GOL,AU
Palmers Oaky,2795,NSW,CWT,AU
Palmerston,4860,QLD,BNE,AU
Palumpa,0822,NT,,AU
Paney,5652,SA,MEL,AU
PANITYA,3512,VIC,MEL,AU
Para Vista,5093,SA,ADE,AU
Paraburdoo,6754,WA,MEL,AU
Paradise Beach,3851,VIC,GPS,AU
Paringi,3500,NSW,MIL,AU
Parker Range,6426,WA,MEL,AU
Parkeston,6434,WA,MEL,AU
Parliament House,2600,ACT,ACT,AU
Parramatta,2123,NSW,SYD,AU
Parramatta,2150,NSW,SYD,AU
Parrearra,4575,QLD,SSC,AU
Paruna,5311,SA,MEL,AU
Pasadena,5042,SA,ADE,AU
Paxton,2325,NSW,NEWC,AU
Peak Hill,6642,WA,MEL,AU
Pearces Creek,2477,NSW,BNOR,AU
Pearl Beach,2256,NSW,CCO,AU
Pearshape,7256,TAS,TAS,AU
Peel,2795,NSW,CWT,AU
Peerabeelup,6260,WA,MEL,AU
Pelican Creek,4726,QLD,BNE,AU
Pelican Point,6230,WA,MEL,AU
Penneshaw,5222,SA,MEL,AU
Pennington,5013,SA,ADE,AU
Penshurst,2222,NSW,SYD,AU
Peregian Beach,4573,QLD,SSC,AU
Perlubie,5680,SA,MEL,AU
Peron,6168,WA,MEL,AU
Peronne,3413,VIC,HOR,AU
Perponda,5308,SA,MEL,AU
Perth,6800,WA,MEL,AU
Perth,6809,WA,MEL,AU
Mount Kynoch,4350,QLD,BNE,AU
Mount Lindesay,6333,WA,MEL,AU
Mount Lofty,4350,QLD,BNE,AU
Mount Macarthur,4723,QLD,BNE,AU
Mount Macedon,3441,VIC,BEN,AU
Mount Mackenzie,2372,NSW,,AU
Mount Mcintyre,5279,SA,MEL,AU
Mount Mitchell,2365,NSW,SYD,AU
Mount Mulgrave,4871,QLD,BNE,AU
Mount Olive,2330,NSW,SYD,AU
Mount Osmond,5064,SA,ADE,AU
Mount Pelion,4741,QLD,BNE,AU
Mount Sabine,3236,VIC,GEEL,AU
Mount Sylvia,4343,QLD,BNE,AU
Mount Tassie,3844,VIC,GPS,AU
Mount Tenandra,2828,NSW,SYD,AU
Mount Thorley,2330,NSW,SYD,AU
Mount Tully,4380,QLD,BNE,AU
Mount Wilson,2786,NSW,SYD,AU
MOUNT ZEIL,872,VIC,MEL,AU
Mountain Camp,4355,QLD,BNE,AU
Mountain Lagoon,2758,NSW,SYD,AU
Mountain View,2460,NSW,COFF,AU
Mowbray,4877,QLD,BNE,AU
Moyreisk,3467,VIC,,AU
Muchea,6501,WA,MEL,AU
Mulgrave,2756,NSW,SYD,AU
Mullaley,2379,NSW,SYD,AU
Mullaquana,5600,SA,MEL,AU
Mullewa,6630,WA,MEL,AU
Mullingar,6430,WA,MEL,AU
Mullumbimby Creek,2482,NSW,BNOR,AU
Mumbil,2820,NSW,CWT,AU
Mummel,2580,NSW,ACT,AU
Mundallio,5700,SA,MEL,AU
Mundoo,4860,QLD,BNE,AU
Mundrabilla,6443,WA,MEL,AU
Muntadgin,6420,WA,MEL,AU
Murarrie,4172,QLD,BNE,AU
Murchison,6630,WA,MEL,AU
Murnungin,3544,VIC,MEL,AU
Murrawong,5253,SA,ADE,AU
Murraydale,3586,VIC,MEL,AU
Murrays Bridge,4370,QLD,BNE,AU
Murrengenburg,2622,NSW,BBAY,AU
Murrumbucca,2630,NSW,BBAY,AU
Murtho,5340,SA,MEL,AU
Murtoa,3390,VIC,HOR,AU
Murulla,2337,NSW,SYD,AU
Musk,3461,VIC,BLR,AU
Musk Vale,3461,VIC,BLR,AU
Muswellbrook,2333,NSW,SYD,AU
Mutarnee,4816,QLD,TSV,AU
Mutdapilly,4307,QLD,BNE,AU
Myall,3579,VIC,MEL,AU
Myall Lake,2423,NSW,PMAC,AU
Myers Flat,3556,VIC,BEN,AU
Myocum,2481,NSW,BNOR,AU
Myra Vale,2577,NSW,,AU
Myrtle Mountain,2550,NSW,BEG,AU
Myrtlevale,4800,QLD,BNE,AU
Nakara,0810,NT,,AU
Nalangil,3249,VIC,GEEL,AU
NAMATJIRA,872,VIC,MEL,AU
Nambeelup,6207,WA,MEL,AU
Nambour,4560,QLD,SSC,AU
Nangwarry,5277,SA,MEL,AU
Nannup,6275,WA,MEL,AU
Nantawarra,5550,SA,MEL,AU
Nap Nap Marra,3860,VIC,GPS,AU
Napranum,4874,QLD,BNE,AU
Nareewillock,3525,VIC,BEN,AU
Narellan Dc,2567,NSW,SYD,AU
Narellan Vale,2567,NSW,SYD,AU
Narrabri West,2390,NSW,SYD,AU
Narrogin,6312,WA,MEL,AU
Nattai,2570,NSW,SYD,AU
Nectar Brook,5495,SA,MEL,AU
Nedlands,6909,WA,MEL,AU
Neerim Junction,3832,VIC,GPS,AU
Nelson Bay,2315,NSW,NEWC,AU
Nerada,4860,QLD,BNE,AU
Nerriga,2622,NSW,BBAY,AU
Nerrigundah,2545,NSW,BBAY,AU
Netherby,4650,QLD,BNE,AU
Nethercote,2549,NSW,BEG,AU
Netherton,5301,SA,MEL,AU
Neuarpurr,3413,VIC,HOR,AU
Never Never,2453,NSW,COFF,AU
New Harbourline,4858,QLD,BNE,AU
New Town,5554,SA,MEL,AU
Newborough East,3825,VIC,GPS,AU
Newcastle,2300,NSW,NEWC,AU
Newcastle West,2302,NSW,NEWC,AU
Newee Creek,2447,NSW,COFF,AU
Perth,6827,WA,MEL,AU
Perth,6843,WA,MEL,AU
Perth,6847,WA,MEL,AU
Perth,7300,TAS,TAS,AU
Petersham,2049,NSW,SYD,AU
Petersham North,2049,NSW,SYD,AU
Petticoat Creek,3233,VIC,GEEL,AU
Piara Waters,6112,WA,MEL,AU
Pickanjinnie,4428,QLD,BNE,AU
Picketts Valley,2251,NSW,CCO,AU
Picton,6229,WA,MEL,AU
PIGEON HOLE,852,VIC,MEL,AU
Pilchers Bridge,3551,VIC,BEN,AU
Pilliga,2388,NSW,SYD,AU
Pimpimbudgee,4615,QLD,BNE,AU
Pine Clump,2831,NSW,SYD,AU
Pine Grove,2829,NSW,SYD,AU
Pine Grove East,3573,VIC,BEN,AU
Pine Point,5571,SA,MEL,AU
Pinevale,4754,QLD,BNE,AU
Pingaring,6357,WA,MEL,AU
Pinjar,6065,WA,,AU
PINJAR,6078,VIC,MEL,AU
Pinjarra,6208,WA,MEL,AU
Pinnacles,4815,QLD,TSV,AU
Pipers River,7252,TAS,TAS,AU
Pirie East,5540,SA,MEL,AU
Piries,3723,VIC,YEA,AU
Point Frederick,2250,NSW,CCO,AU
Point Leo,3916,VIC,MEL,AU
Point Lowly,5600,SA,MEL,AU
Point Piper,2027,NSW,SYD,AU
Pomona,4568,QLD,SSC,AU
Porongurup,6324,WA,MEL,AU
Port Adelaide Dc,5015,SA,ADE,AU
Port Gawler,5501,SA,MEL,AU
Port Macquarie Bc,2444,NSW,PMAC,AU
Port Melbourne,8873,VIC,MEL,AU
Port Neill,5604,SA,MEL,AU
Postmans Ridge,4352,QLD,BNE,AU
Pottsville,2489,NSW,BNOR,AU
Powranna,7300,TAS,TAS,AU
Prahran,3181,VIC,MEL,AU
Prawle,4650,QLD,BNE,AU
Preston,4352,QLD,BNE,AU
Pretty Pine,2710,NSW,SHEP,AU
Promised Land,7306,TAS,TAS,AU
Prospect,4715,QLD,BNE,AU
Puckapunyal Milpo,3662,VIC,YEA,AU
Purnim West,3278,VIC,WARR,AU
Purnululu,6770,WA,MEL,AU
Pyalong,3521,VIC,BEN,AU
Pyramid Hill,3575,VIC,BEN,AU
Pyree,2540,NSW,BBAY,AU
Quamby Brook,7304,TAS,TAS,AU
Quantong,3401,VIC,HOR,AU
Queens Park,6107,WA,MEL,AU
Queensferry,3984,VIC,GPS,AU
Quinalow,4403,QLD,BNE,AU
Raby,2566,NSW,SYD,AU
Racecourse,4740,QLD,BNE,AU
Rainbow Beach,4581,QLD,BNE,AU
Raminea,7109,TAS,TAS,AU
Rangeville,4350,QLD,BNE,AU
Rangeway,6530,WA,MEL,AU
Rathscar West,3465,VIC,BLR,AU
Ravenswood,2824,NSW,SYD,AU
Ravenswood South,3453,VIC,BEN,AU
Rawdon Vale,2422,NSW,SYD,AU
Raworth,2321,NSW,NEWC,AU
Rawson,3825,VIC,GPS,AU
Red Rock,2456,NSW,COFF,AU
Redbournberry,2330,NSW,SYD,AU
Reddestone,2370,NSW,SYD,AU
Redhill,5521,SA,MEL,AU
Redland Bay,4165,QLD,BNE,AU
Redlynch,4870,QLD,BNE,AU
Reedy Creek,2849,NSW,SYD,AU
Reedy Creek,4227,QLD,GOL,AU
Reefton,3799,VIC,YEA,AU
Regency Park,5010,SA,ADE,AU
Renmark West,5341,SA,MEL,AU
Revesby Heights,2212,NSW,SYD,AU
Rhynie,5412,SA,MEL,AU
Rich Avon,3480,VIC,BEN,AU
Rich Avon East,3480,VIC,BEN,AU
Rich Avon West,3480,VIC,BEN,AU
Richmond East,3121,VIC,MEL,AU
Richmond Lowlands,2753,NSW,SYD,AU
Riddells Creek,3431,VIC,BEN,AU
Ridgeway,7054,TAS,TAS,AU
Ringarooma,7263,TAS,TAS,AU
Riverina Msc,2678,NSW,SYD,AU
Rivertree,2372,NSW,SYD,AU
Newmarket,4051,QLD,BNE,AU
Newrybar,2479,NSW,BNOR,AU
Newstead,7250,TAS,TAS,AU
NHULUNBUY,880,VIC,MEL,AU
Nicholls,2913,ACT,ACT,AU
Nicholls Rivulet,7112,TAS,TAS,AU
Nichols Point,3501,VIC,MEL,AU
Nightcliff,0814,NT,,AU
Nilgen,6044,WA,MEL,AU
Nine Mile,3518,VIC,BEN,AU
Ninyeunook,3527,VIC,BEN,AU
Nokaning,6415,WA,MEL,AU
Nollamara,6061,WA,MEL,AU
Nomans Lake,6312,WA,MEL,AU
Noojee,3833,VIC,GPS,AU
Noorat East,3265,VIC,WARR,AU
Noorindoo,4417,QLD,BNE,AU
Norlane,3214,VIC,GEEL,AU
Norman,4890,QLD,BNE,AU
North Arm,2484,NSW,BNOR,AU
North Beach,6920,WA,MEL,AU
North Bendigo,3550,VIC,BEN,AU
North Burngup,6353,WA,MEL,AU
North Dandalup,6207,WA,MEL,AU
North Epping,2121,NSW,SYD,AU
North Eton,4741,QLD,BNE,AU
North Isis,4660,QLD,BNE,AU
North Jindong,6280,WA,MEL,AU
North Johnstone,4885,QLD,BNE,AU
North Lakes,4509,QLD,BNE,AU
North Rothbury,2335,NSW,NEWC,AU
North Ryde,2113,NSW,SYD,AU
North Sydney,2055,NSW,SYD,AU
North Tamworth,2340,NSW,SYD,AU
North Toowoomba,4350,QLD,BNE,AU
North Warrandyte,3113,VIC,MEL,AU
North West Bend,5320,SA,MEL,AU
North Willoughby,2068,NSW,SYD,AU
North Yeoval,2868,NSW,CWT,AU
Northampton,6535,WA,MEL,AU
Northbridge,6003,WA,MEL,AU
Northern Suburbs Mc,1696,NSW,SYD,AU
Northfield,5085,SA,ADE,AU
Nubba,2587,NSW,WAGG,AU
Nubingerie,2831,NSW,SYD,AU
a Vale,3435,VIC,YEA,AU
agine,6758,WA,MEL,AU
awarre,3268,VIC,WARR,AU
Number One,2424,NSW,SYD,AU
Numurkah,3636,VIC,SHEP,AU
Nunawading,3131,VIC,MEL,AU
Nunderi,2484,NSW,BNOR,AU
Nyabing,6341,WA,MEL,AU
Nychum,4871,QLD,BNE,AU
Oakdale,2570,NSW,SYD,AU
Oakleigh,3166,VIC,MEL,AU
Oaks,7303,TAS,TAS,AU
Oaky Park,2790,NSW,CWT,AU
Ocean Reef,6027,WA,MEL,AU
Ocean Shores,2483,NSW,BNOR,AU
O'connell,4680,QLD,BNE,AU
Old Calperum,5341,SA,MEL,AU
Oman Ama,4352,QLD,BNE,AU
Omeo,3898,VIC,MEL,AU
Onkaparinga Hills,5163,SA,ADE,AU
Oombabeer,4718,QLD,BNE,AU
Oorindi,4824,QLD,BNE,AU
Ora Banda,6431,WA,MEL,AU
Orange Springs,6503,WA,MEL,AU
Orchid Beach,4581,QLD,BNE,AU
Ormiston,4160,QLD,BNE,AU
Osborne,5017,SA,ADE,AU
Osborne Park,6916,WA,MEL,AU
Osbornes Flat,3691,VIC,ALB,AU
Oswald,2321,NSW,NEWC,AU
Ouse,7140,TAS,TAS,AU
Oxley Park,2760,NSW,SYD,AU
Oyster Creek,4674,QLD,BNE,AU
Padstow,2211,NSW,SYD,AU
Padstow Heights,2211,NSW,SYD,AU
Page,2614,ACT,ACT,AU
Pages Flat,5172,SA,ADE,AU
Paling Yards,2795,NSW,CWT,AU
Pallamallawa,2399,NSW,SYD,AU
Palm Grove,2258,NSW,CCO,AU
Palmtree,4352,QLD,BNE,AU
Palmyra,6157,WA,MEL,AU
Paloona,7310,TAS,TAS,AU
PALUMPA,822,VIC,MEL,AU
Pamayu,0862,NT,,AU
Pambula,2549,NSW,BEG,AU
Pampoolah,2430,NSW,PMAC,AU
Panitya,5641,SA,MEL,AU
Panorama,5041,SA,ADE,AU
Paracombe,5132,SA,ADE,AU
Riverview,4303,QLD,BNE,AU
Roches Beach,7170,TAS,TAS,AU
Rock Valley,2480,NSW,BNOR,AU
Rockmount,4344,QLD,BNE,AU
Rockwell,6532,WA,MEL,AU
Rocky Creek,2371,NSW,SYD,AU
Rocky Plain,5381,SA,MEL,AU
Rocky Point,4873,QLD,BNE,AU
Rokeby,3821,VIC,GPS,AU
Rosebery,7470,TAS,TAS,AU
Rosebud,3939,VIC,MEL,AU
Rosemount,4560,QLD,SSC,AU
Rossbridge,3377,VIC,BLR,AU
Rossmore,2557,NSW,SYD,AU
Rossmore,6401,WA,MEL,AU
Round Corner,2158,NSW,SYD,AU
Rous Mill,2477,NSW,BNOR,AU
Rowan,2650,NSW,WAGG,AU
Royal Exchange,1221,NSW,SYD,AU
Ruabon,6280,WA,MEL,AU
Rubicon,3712,VIC,YEA,AU
Rubyanna,4670,QLD,BNE,AU
Rufus River,2648,NSW,SYD,AU
Runcorn,4113,QLD,BNE,AU
Rush Creek,4521,QLD,SSC,AU
Rushcutters Bay,2011,NSW,SYD,AU
Rushforth,2460,NSW,COFF,AU
Russell Island,4184,QLD,BNE,AU
Russells Bridge,3331,VIC,GEEL,AU
Ryan,4825,QLD,BNE,AU
Rye,3941,VIC,MEL,AU
Salisbury,5108,SA,ADE,AU
Saltia,5433,SA,MEL,AU
Samford Valley,4520,QLD,BNE,AU
San Isidore,2650,NSW,WAGG,AU
San Remo,3925,VIC,GPS,AU
Sandbar,2428,NSW,PMAC,AU
Sanderston,5237,SA,ADE,AU
Sandfly,7150,TAS,TAS,AU
Sandown Village,3171,VIC,MEL,AU
Sandy Creek,5350,SA,ADE,AU
Sandy Point,3959,VIC,GPS,AU
Santa Teresa,0872,NT,,AU
Sarabah,4275,QLD,GOL,AU
Savage River,7321,TAS,TAS,AU
Saxby,4822,QLD,BNE,AU
Sceale Bay,5680,SA,MEL,AU
Scotsburn,3352,VIC,BLR,AU
Seacombe Heights,5047,SA,ADE,AU
Sebastopol,2666,NSW,WAGG,AU
Sefton Park,5083,SA,ADE,AU
Selene,4630,QLD,BNE,AU
Sellicks Hill,5174,SA,ADE,AU
Septimus,4754,QLD,BNE,AU
Seven Hills West,2147,NSW,SYD,AU
Shadforth,2800,NSW,CWT,AU
Shailer Park,4128,QLD,GOL,AU
Shark Bay,6537,WA,MEL,AU
Shark Creek,2463,NSW,COFF,AU
SHAYS FLAT,3377,VIC,BLR,AU
Shays Flat,3384,VIC,,AU
Shelley,6148,WA,MEL,AU
Shoal Point,4750,QLD,BNE,AU
Silkwood,4856,QLD,BNE,AU
Silverleaf,4605,QLD,SSC,AU
Silverwater,2128,NSW,SYD,AU
Simmie,3564,VIC,SHEP,AU
SIMPSON,872,VIC,MEL,AU
Singleton Military Area,2331,NSW,SYD,AU
Singleton Milpo,2331,NSW,SYD,AU
Sippy Downs,4556,QLD,SSC,AU
Skinners Flat,3518,VIC,BEN,AU
SLATY CREEK,3477,VIC,BEN,AU
Smiths Gully,3760,VIC,YEA,AU
Snug,7054,TAS,TAS,AU
Somme,4382,QLD,BNE,AU
South Bowenfels,2790,NSW,CWT,AU
South Brisbane,4101,QLD,BNE,AU
South East Nanango,4615,QLD,BNE,AU
South Innisfail,4860,QLD,BNE,AU
South Kempsey,2440,NSW,PMAC,AU
South Kununoppin,6489,WA,MEL,AU
South Lake,6164,WA,MEL,AU
South Maroota,2756,NSW,SYD,AU
South Ripley,4306,QLD,BNE,AU
South Windsor,2756,NSW,SYD,AU
South Yaamba,4702,QLD,BNE,AU
Southern River,6110,WA,MEL,AU
Southport,4215,QLD,GOL,AU
Spence,5271,SA,MEL,AU
Spencer,2775,NSW,CCO,AU
Spencer Park,6330,WA,MEL,AU
Spencers Brook,6401,WA,MEL,AU
Spicketts Creek,2454,NSW,COFF,AU
Parafield Airport,5106,SA,ADE,AU
Paratoo,5422,SA,MEL,AU
Parattah,7120,TAS,TAS,AU
Parawa,5203,SA,ADE,AU
Paris Creek,5201,SA,ADE,AU
Park Orchards,3114,VIC,MEL,AU
Park Ridge South,4125,QLD,GOL,AU
Parkes,2600,ACT,ACT,AU
Parkes,2870,NSW,CWT,AU
Parkesbourne,2580,NSW,ACT,AU
Parkhurst,4702,QLD,BNE,AU
Parkinson,4115,QLD,BNE,AU
Parklands,7320,TAS,TAS,AU
Parklea,2768,NSW,SYD,AU
Parknook,4417,QLD,BNE,AU
Parliament House,2000,NSW,SYD,AU
Paskeville,5552,SA,MEL,AU
Patjarr,0872,NT,,AU
Paynes Crossing,2325,NSW,NEWC,AU
Peacock Creek,2469,NSW,BNOR,AU
Peacock Siding,4850,QLD,BNE,AU
Peak Hill,2869,NSW,CWT,AU
Pearlah,5607,SA,MEL,AU
Peel Island,4184,QLD,BNE,AU
Pelaw Main,2327,NSW,NEWC,AU
Pelican Point,5291,SA,MEL,AU
Pelton,2325,NSW,NEWC,AU
Pelverata,7150,TAS,TAS,AU
Pemberton,6260,WA,MEL,AU
Pembrooke,2446,NSW,PMAC,AU
Pemulwuy,2145,NSW,SYD,AU
Penarie,2715,NSW,,AU
Pennant Hills,1715,NSW,SYD,AU
Penola,5277,SA,MEL,AU
Penong,5690,SA,MEL,AU
Pentland,4816,QLD,TSV,AU
Perth,6820,WA,MEL,AU
Perth,6840,WA,MEL,AU
Perth,6844,WA,MEL,AU
Perth,6848,WA,MEL,AU
Perth Adelaide Tce,6832,WA,MEL,AU
Perth Gpo,6000,WA,MEL,AU
Perwillowen,4560,QLD,SSC,AU
Petford,4871,QLD,BNE,AU
Pheasants Nest,2574,NSW,WOL,AU
Piambong,2850,NSW,CWT,AU
Piavella,3572,VIC,BEN,AU
Picnic Bay,4819,QLD,TSV,AU
Picton East,6229,WA,MEL,AU
Pie Creek,4570,QLD,SSC,AU
Pigeon Ponds,3407,VIC,HOR,AU
Piggoreet,3351,VIC,BLR,AU
Pimlico,2478,NSW,BNOR,AU
Pimpinio,3401,VIC,HOR,AU
Pindaroi,2361,NSW,SYD,AU
Pink Lily,4702,QLD,BNE,AU
Pinkenba,4008,QLD,BNE,AU
Pinks Beach,5275,SA,MEL,AU
Pinnacle,2800,NSW,,AU
Pinnaroo,5304,SA,MEL,AU
Pipeclay,2446,NSW,PMAC,AU
Pipers Flat,2487,NSW,BNOR,AU
Pippingarra,6722,WA,MEL,AU
Pitnacree,2323,NSW,NEWC,AU
Pittong,3360,VIC,BLR,AU
Plainland,4341,QLD,BNE,AU
Pleasant Hills,2658,NSW,WAGG,AU
Plumridge Lakes,6431,WA,MEL,AU
Plympton,5038,SA,ADE,AU
Plympton Park,5038,SA,ADE,AU
Point Wilson,3212,VIC,GEEL,AU
Pokolbin,2320,NSW,NEWC,AU
Polisbet,3585,VIC,MEL,AU
Poonindie,5607,SA,MEL,AU
Poowong North,3988,VIC,GPS,AU
Porcupine,4821,QLD,BNE,AU
Port Bonython,5600,SA,MEL,AU
Port Macdonnell,5291,SA,MEL,AU
Porters Creek,2538,NSW,BBAY,AU
Portland,2847,NSW,CWT,AU
Portland North,3305,VIC,WARR,AU
Pottery Estate,2790,NSW,CWT,AU
Pratten,4370,QLD,BNE,AU
Prospect,2148,NSW,SYD,AU
Pularumpi,0822,NT,,AU
Punchbowl,2460,NSW,COFF,AU
Pureba,5680,SA,MEL,AU
Putta Bucca,2850,NSW,CWT,AU
Pyap,5333,SA,MEL,AU
Pyes Creek,2372,NSW,,AU
Q Supercentre,4218,QLD,GOL,AU
Quandialla,2721,NSW,WAGG,AU
Quandong,3030,VIC,GEEL,AU
Queens Domain,7000,TAS,TAS,AU
Queenwood,6239,WA,MEL,AU
Spreadborough,4825,QLD,BNE,AU
Spring Beach,7190,TAS,TAS,AU
Spring Creek,4361,QLD,BNE,AU
Spring Grove,2470,NSW,BNOR,AU
Spring Plains,2388,NSW,SYD,AU
